,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment,Length,Number of Words,Grammar Matches
143,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I liked the sound is fine they are smaller than the air pods, in general for the price they are fine","October 6, 2022",United States 🇺🇸,B09LCVHCVX,5,0.6597,100,21,0
144,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I bought these for my daughter who is pretty tough on headphones. She was super excited to see that they looked just like a major competitor's product but at a fraction of the price. They are holding up really well. I've borrowed them a few times and the sound quality is great. This is a great product at a fantastic price.,"September 14, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9799,324,61,0
145,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Great set of earbuds at an amazing price!I can't justify spending too much on earbuds for my 12-year-old because he tends to lose things easily. I bought these last week when his prior pair went missing. They arrived quickly and the price was perfect. I'll probably order an extra set for when this current pair goes missing. :) Highly recommended!,"September 13, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9271,348,60,2
146,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I normally can’t wear earbuds but I love these! They are comfortable in my ear and the sound is great! Just what I needed without spending a lot of money.,"September 28, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9611,154,30,1
147,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Great product for the price. Good sound, good battery life, comfortable fit.","September 14, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9403,76,12,0
148,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,So far product has been amazing for the cost,"October 15, 2022",United States 🇺🇸,B09LCVHCVX,5,0.5859,44,9,0
149,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Price is good,"October 16, 2022",United States 🇺🇸,B09LCVHCVX,5,0.4404,13,3,0
150,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Like it,"September 22, 2022",United States 🇺🇸,B09LCVHCVX,1,0.3612,7,2,0
151,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,These little pods JAM !! That’s it THAT’S ALL,"October 13, 2022",United States 🇺🇸,B09LCVHCVX,5,0.0,45,9,0
152,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"When I first got these, the sound was phenomenal; however, it hasn't beenn a full month and I'm loosing sound in the left earbud. Nothing I do increases the volume. Very disappointed ☹️","August 31, 2022",United States 🇺🇸,B09LCVHCVX,4,-0.5256,185,33,2
153,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Too sensitive to the touch but good,"September 21, 2022",United States 🇺🇸,B09LCVHCVX,5,0.5927,35,7,0
154,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,The Yobola T9 Wireless Earbuds that were ordered arrived on time per the order details.  The earbuds are easy to put in your pocket and have exceptional sound quality.  They are very clear and also fit very well in the ear which is a challenge for some earbuds from other manufacturers.  I really enjoy using these earbuds on walks or to listen to music or other videos in the house.My entire experience ordering them was extremely positive and would definitely recommend them to others.  I appreciate your commitment to customer satisfaction with the way you focus on the overall customer experience.,"August 22, 2022",United States 🇺🇸,B09LCVHCVX,4,0.9831,601,101,2
155,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,"My son wanted a pair of wireless earbuds for his birthday but I didn't want to spend a lot on them. These are perfect! Easy to connect, easy to use, they look great and sound quality is amazing at this price point. Very happy with this purchase but now I need to get some for myself!","September 12, 2022",United States 🇺🇸,B09LCVHCVX,4,0.9865,283,56,1
156,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Loved the product overall. Some issues with mic picking up background noise, but at this price that’s a pretty minor issue to have. I use them every day in the gym and they make it through me sweating all over them so I’m happy!","August 26, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9261,228,44,2
157,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I've only had these for a few days but the sound is great and they work just like my Airpods.  I bought them to exercise in the pool (my head stays above the water) and I'm very impressed!,"September 20, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9411,188,38,3
158,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",4.0 out of 5 stars,I’m really pleased with this his product,"October 11, 2022",United States 🇺🇸,B09LCVHCVX,4,0.4927,40,7,0
159,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Love the sound quality and battery life,"October 15, 2022",United States 🇺🇸,B09LCVHCVX,5,0.6369,39,7,0
160,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,Perfect for the gym and so affordable,"October 14, 2022",United States 🇺🇸,B09LCVHCVX,1,0.5719,37,7,0
161,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Better than the apple ones. Love it,"October 12, 2022",United States 🇺🇸,B09LCVHCVX,5,0.7964,35,7,0
162,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"These earbuds were a spur-of-the-moment purchase, but I could not be more pleased with them! They cancel out the sounds of my surroundings when I have both in, & they’re super comfortable! The sound quality is amazing, & the battery life works way better than I could’ve imagined. Definitely worth the money!","September 14, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9709,308,52,0
163,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,They were easy to pair and the sound is very clear with great nose cancellation.,"October 8, 2022",United States 🇺🇸,B09LCVHCVX,5,0.8795,80,15,1
164,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I needed to replace my 10 year old daughters wireless ear buds and found these. Looking like AirPods I thought she might like them. Here is her review: They look really cool and are a great quality and work awesome . And look stylish !🐺😇,"September 18, 2022",United States 🇺🇸,B09LCVHCVX,5,0.944,237,45,2
165,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I bought and tested 4 different ones but this is the best quality with good price, especially microphone. Highly recommend for teleconference.","October 1, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9407,142,22,1
166,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Good quality even though moderately priced,"October 12, 2022",United States 🇺🇸,B09LCVHCVX,5,0.4404,42,6,0
167,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I was surprised just how good these ear pods are considering the price. The controls take some time to get used to but overall I have no complaints.,"September 28, 2022",United States 🇺🇸,B09LCVHCVX,5,-0.6059,148,28,0
168,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"I like the yobolaa bluetooth headset, charge is holding for long time and it is very light weight, also it sounds good, it receives and making call which i use mostly and it is perfect and other party can hear clearly.","September 20, 2022",United States 🇺🇸,B09LCVHCVX,5,0.926,218,41,6
169,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,Awesome earbuds for the price.,"October 12, 2022",United States 🇺🇸,B09LCVHCVX,5,0.6249,30,5,0
170,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",1.0 out of 5 stars,"These are Good ear plugs Good battery life, great sound quality for the price,They connect to bluetooth immediately after I remove them from the case. They are essentially bargain air pods! Used them for 2 weeks now.","September 19, 2022",United States 🇺🇸,B09LCVHCVX,1,0.8999,216,37,2
171,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,I love these! They are a big improvement over my ear buds that were connected by the cord for a fraction of the price of the name brand. I am happy with my purchase!,"September 23, 2022",United States 🇺🇸,B09LCVHCVX,5,0.9097,165,34,0
172,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Just got these and I'm liking them.  I had been using the mpow t3 for a while now and they never felt good.  I think in ears never really felt good to me.  However, these style of ear buds are the most comfortable that aren't over the ear cans.  They don't sound as good as in ear but that's ok.  The mic quality is trash but usable I guess.  One bug I noticed is that the volume is off by one click.  So it's zero when it should be 1 volume and 1 when it should be 2 so on so forth.  All my other headphones don't have this issue.","July 12, 2022",United States 🇺🇸,B09LCVHCVX,5,0.4286,531,110,3
173,"Wireless Earbuds, yobola Bluetoth Earbuds, IPX5 Waterproof Wireless Headphones Touch Control, Bluetoth Headphones 5.1 Built-in Microphone, 25 Hrs with USB-C Charging with Running/Fitness",5.0 out of 5 stars,"Tiene buen sonido, le dura muchísimo la carga..y a buen precio...","October 8, 2022",United States 🇺🇸,B09LCVHCVX,5,0.0,65,11,10
