,Product,Rating,Text,Date,Country,ASIN,Stars,Vader Sentiment
1483,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",3.0 out of 5 stars,"For such a small little device I am very pleased.  I use mine primarily to control my smart devices (lights, etc.) but I am discovering many new uses.  Now that I'm getting used to it, I'm finding it's pretty intuitive to set up and use.  I had to call for help once but the gentleman solved my issue quickly and now I know.  Be prepared to use Goggle or the like for help.  It makes things much easier.  I am setting up routines like ""Goodnight"" to turn everything I have programed to turn off all over the house when I go to bed.  I have numerous  routines set (very easy) like ""Office On"" which turns on the lamps I set to come on at 50%.  I have several Dots throughout the house and I have more on order for the remaining rooms.  I have been converting my old X-10 automation to Leviton smart modules, switches, etc.  Alexa (I chose the word ""computer"" instead of ""Alexa"" to wake up the system - like Star Trek...lol) has been very useful and reliable.  It has already made my life a lot easier on many levels.  The sound quality from the tiny speaker is amazing for it's size and is certainly adequate for speech.  You can connect to Bluetooth speakers or use the aux jack, like I did.  My office Dot is connected to the audio system in that room, and the one in my living room is connected to my surround and whole house system.  Loving that!  The biggest challenge I've had is learning how to word things so Alexa understands what I want.  I am still in the learning curve.  I have also learned to keep the names of my devices as simple as possible to make it easier for Alexa to understand.  For example, I changed my credenza lamp's name from ""credenza"" to ""printer"".  It's easier to say printer clearly.  Talk clearly and you're good.  So all in all, I am happy enough to now want to convert the rest of my house that is still connected to ancient X-10 technology to Leviton and Alexa.  A great combination.","November 13, 2020",United States,B07FZ8S74R,3,0.9985
1484,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"I have it on a flat surface, up fairly high and not obstructed, so I was a bit disappointed. I would love to use Alexa for many more things but because I cannot understand her, it limits what I can do. If you have hearing loss, be aware! (If they would add additional voices as an option, that may help)! She is very responsive and works well with my lights and other items. I am really sad that the sound quality is so poor - but again, that may be due to my hearing loss.","May 12, 2022",United States,B07FZ8S74R,5,-0.8957
1485,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"First the good part. The audio quality is absolutely excellent for such a small device. The hardware seems great and of sturdy quality. Nice.The cloud service is where the problems start. A cell number with texting capability is required to register the service. Afterwards the caller ID for Alexa is fixed to that phone number. With many if not most carriers this means that calls from Alexa to that same cell phone number (your cell phone) are refused or, like in my case, go straight to voice mail no matter what. I had a discussion with an Amazon rep about it and there is no solution to that problem. This needs to be fixed and the fix is easy. Allow email verification instead of text message. Then any land line can also be used. Or allow the ID to be changed to the land line later (after email verification, if needed). If the name and address registered for the land line are the same as for the cell phone, that should be straightforward.There are some other shortcomings. For example, it seems to be impossible to do a ""whole house"" drop in on a group without speaking the command to drop in on ""all devices"" into Alexa. No dice via the communicate function in the Alexa app. This is not feasible if you have to quietly drop in to check on a disabled relative, a baby or a pet without disturbing everyone around you.","June 26, 2022",United States,B07FZ8S74R,5,0.8832
1486,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,nan,"August 26, 2022",United States,B07FZ8S74R,4,0.0
1487,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",3.0 out of 5 stars,It really sounds very good,"August 16, 2022",United States,B07FZ8S74R,3,0.5356
1488,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"I got the echo dot a couple of months ago never thought I'd buy one lol. I was pretty late to the ""Alexa"" trend. Overall it's a useful house speaker, it's not that loud but it works and listens; anything from skipping a song, asking the weather in your neighborhood, finding recipes, and setting reminders. Go for it and buy it!","June 6, 2022",United States,B07FZ8S74R,4,0.6419
1489,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"El comando de voz lo identifica muy rápido, de varias maneras  para solicitar lo mismo y en al menos 2 idiomas.","July 8, 2022",United States 🇺🇸,B07FZ8S74R,4,0.0
1490,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,"I am enjoying my echo, it’s great getting the information, and music, that it supply me with.","August 8, 2022",United States 🇺🇸,B07FZ8S74R,1,0.8176
1491,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,it is pretty nice works well with my ipad n everything,"August 13, 2022",United States 🇺🇸,B07FZ8S74R,4,0.7964
1492,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Honest, I wish I would've gotten the rechargeable version of the Echo. This thing is great for anything you need it to be. I should've spent a bit more for the version with a clock on it, but my husband already has an alarm clock in the room so I didn't feel the need to do that. I mostly got it to (honestly) play music upstairs when I take a shower or when I'm generally folding laundry or cleaning, but it's worked for so much more than that. It's even helped my daughter who's doing distant learning figure out when she needs to log into her school-issued laptop to get into her classroom which has made me contemplate getting one for each kid's bedroom. It also has a remote-in feature when I'm not home that I'm able to use from my phone so I can check in with the kids and make sure they're doing what they're supposed to be doing!I'm highly amused by the fact that my husband always tries to argue with Alexa as well, forcing her to listen to his commands and getting frustrated when she's unresponsive or gives snarky comments since my voice profile is the only one that's set up for her thus far (as I don't want anyone messing with my things... especially my 3 year old who frequently goes into my room and plays with my things.) It's fun to watch him threaten her with how he'll get a Google dock for his side of the bedroom soon to counter her usage.All in all, she's great. She will work despite what room she's in. Keep in mind that if your wifi sucks, Alexa will have issues connecting to it depending on where your modem/router is set up. Until recently, we had a modem that was incapable of handling our 600mbps speed we had and Alexa would have issues connecting to it upstairs no matter where she was, especially in the bathroom. Now that we switched to the newest model modem Comcast has, Alexa has no issues connecting to the WiFi at all. No hiccups, no lag, no orange ring, no trouble understanding me. I highly recommend this product. Please don't hesitate if you're on the fence about it especially if you like hands-free items like myself.","September 26, 2020",United States 🇺🇸,B07FZ8S74R,5,0.6059
1493,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,The Dot has an Aux output that the others don't.,"August 10, 2022",United States 🇺🇸,B07FZ8S74R,5,0.0
1494,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Funciona a la perfección y el sonido no es 0ara nada malo. Recomendado. Cómo todo lo de Amazon.,"August 8, 2022",United States 🇺🇸,B07FZ8S74R,5,-0.128
1495,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Plays my music, sets alarms, eventually did connect to the robot vacuum (that's more the vacuum's problem than the dot) It understands my voice without issue and it's been pretty passive. While the male version of the Alexa voice (Alex?) comes off a little creepier when it tries to convey emotion or laugh, overall I prefer it over the original. I'm unsure as to how much access I want it to have but for right now I like the idea of it.","May 19, 2022",United States 🇺🇸,B07FZ8S74R,5,0.7444
1496,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Can listen to my favorite music on Alexa!,"August 15, 2022",United States 🇺🇸,B07FZ8S74R,5,0.5093
1497,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Nitidez de sonido y facilidad de aplicacion,"August 16, 2022",United States 🇺🇸,B07FZ8S74R,4,0.0
1498,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Liked everything about it. Use for just mostly music and information. Great!!!!!,"August 10, 2022",United States 🇺🇸,B07FZ8S74R,5,0.6083
1499,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"It was free, so the price was right! Works great!","August 14, 2022",United States,B07FZ8S74R,4,0.8395
1500,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,Voice recognition and sound quality is phenomenal with Eco Dot. I am in love with mine. I would recommend to anyone.,"August 6, 2022",United States,B07FZ8S74R,1,0.7717
1501,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Not Amazon's best foot forward.Got caught up in this product with a Music Unlimited promotion. Not worth it.The speaker's aren't that good, and Alexia is a joke. I tell her to turn up the volume and she turns off. I tell her to turn off and she gives me the local weather.Not good.I really only got this to use it for waking up to the radio. That was because the last traditional clock-radio I got broke within two weeks.I'll probably never buy an Alexia device again.","September 13, 2022",United States,B07FZ8S74R,5,-0.7929
1502,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Good device like all the others.,"August 15, 2022",United States,B07FZ8S74R,5,0.6597
1503,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",3.0 out of 5 stars,Does exactly what I bought it for.,"July 25, 2022",United States,B07FZ8S74R,3,0.0
1504,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,"Utilizo este producto para varias cosas en mi hogar como camaras de seguridad, encender la TV las luces, hacer llamadas, enviar textos, etc... Me agrada mucho el que Alexa funcione para muchas cosas y para informar.","July 26, 2022",United States,B07FZ8S74R,5,0.0
1505,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"Log it onto your current network, and it'll locate other Echo devices and assigns itself as a device in the Alexa App!","July 6, 2022",United States,B07FZ8S74R,4,0.0
1506,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,Its an OK buy but u have to speak really fast & sometimes Alexa can barely comprehend what you're saying so you're constantly having to yell & speak fast. I hate the fact u have to keep it plugged up in order for it to work,"October 6, 2022",United States,B07FZ8S74R,5,-0.6229
1507,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,"My husband has had a dot and 2 other Alexa products, so I am somewhat familiar. Now I have my own thanks to a friend. I like it... a lot!","July 30, 2022",United States,B07FZ8S74R,4,0.8356
1508,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",3.0 out of 5 stars,Best voice recognition,"August 17, 2022",United States,B07FZ8S74R,3,0.6369
1509,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",4.0 out of 5 stars,Love it so much,"August 15, 2022",United States 🇺🇸,B07FZ8S74R,4,0.6369
1510,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",1.0 out of 5 stars,all good,"August 18, 2022",United States 🇺🇸,B07FZ8S74R,1,0.4404
1511,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,It's a pleasure to use.,"August 16, 2022",United States 🇺🇸,B07FZ8S74R,5,0.5719
1512,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",5.0 out of 5 stars,We gifted the Alexa dot to a family member and set her up with smart switches and plugs. Worked perfectly. She was thrilled!!,"August 3, 2022",United States 🇺🇸,B07FZ8S74R,5,0.8856
